x,y
-3.0,98.98357076505616
-2.9495798319327733,90.32795854153319
-2.899159663865546,89.00477727735871
-2.8487394957983194,88.3502766947236
-2.7983193277310923,74.74893299850618
-2.7478991596638656,70.14348608064101
-2.697478991596639,74.80880092319013
-2.6470588235294117,66.54684546482801
-2.596638655462185,56.35195541504914
-2.546218487394958,57.588932752634506
-2.495798319327731,48.917505589978056
-2.4453781512605044,45.44064735287835
-2.3949579831932772,45.684711863565546
-2.3445378151260505,31.779745309695826
-2.2941176470588234,29.753261916804085
-2.2436974789915967,32.75347092853946
-2.19327731092437,27.838135400257684
-2.142857142857143,31.95628455968607
-2.092436974789916,23.46818597022624
-2.042016806722689,18.705752490333563
-1.9915966386554622,30.985467883527352
-1.9411764705882353,20.544643718769173
-1.8907563025210083,20.149252867901584
-1.8403361344537814,10.943257831201967
-1.7899159663865545,13.713364758531355
-1.7394957983193278,15.46673360917313
-1.6890756302521008,7.738305226019309
-1.638655462184874,14.053050895832916
-1.588235294117647,7.948692902341414
-1.53781512605042,8.362761179011732
-1.4873949579831933,5.77011619540448
-1.4369747899159664,17.08167053748325
-1.3865546218487395,6.874847709697051
-1.3361344537815125,0.852547650327967
-1.2857142857142856,9.525677496792495
-1.2352941176470589,-1.3498870038211788
-1.184873949579832,5.206078241507571
-1.134453781512605,-6.166510026704339
-1.084033613445378,-3.479679871793362
-1.0336134453781511,3.7310514868390063
-0.9831932773109244,6.077491551016445
-0.9327731092436973,2.9302426162119297
-0.8823529411764706,1.2302199331097423
-0.8319327731092439,0.08188649031326567
-0.7815126050420167,-5.985234406130833
-0.73109243697479,-2.333626945800657
-0.6806722689075628,-1.1438346633931111
-0.6302521008403361,6.371658087210297
-0.579831932773109,2.7612025158196793
-0.5294117647058822,-7.787118019183852
-0.47899159663865554,2.6589906556502787
-0.4285714285714284,-0.8531498443972843
-0.37815126050420167,-2.2576911073443053
-0.3277310924369745,4.258765704880118
-0.2773109243697478,6.44557426509505
-0.2268907563025211,6.0518932140093735
-0.17647058823529393,-2.6828813566095944
-0.12605042016806722,0.0958073509376558
-0.07563025210084007,3.436027894833594
-0.025210084033613356,6.802763178262747
0.025210084033613356,-0.31963723128174903
0.07563025210084051,1.3034669665875946
0.12605042016806722,-3.141514232319377
0.17647058823529438,-3.4309858269083042
0.2268907563025211,6.772745454332839
0.2773109243697478,9.650340005231811
0.32773109243697496,2.6659168766716768
0.37815126050420167,8.197190882403886
0.4285714285714288,5.137001449686318
0.47899159663865554,0.2473357959842768
0.5294117647058822,5.418003997058718
0.5798319327731094,11.43251575415009
0.6302521008403361,3.6870401791869933
0.6806722689075633,11.805149109116485
0.73109243697479,-9.009641177954865
0.7815126050420167,8.296691041663802
0.8319327731092439,4.711073863791729
0.8823529411764706,2.8597303122412496
0.9327731092436977,4.882548294975718
0.9831932773109244,-5.455216187655134
1.0336134453781511,3.432994917066214
1.0840336134453779,6.355498108064306
1.1344537815126055,11.987931770270569
1.1848739495798322,2.025750184480252
1.2352941176470589,0.5836320082828319
1.2857142857142856,2.116995706692061
1.3361344537815123,9.193555260271914
1.38655462184874,6.242625055766936
1.4369747899159666,1.9245102091440365
1.4873949579831933,7.106840348068259
1.53781512605042,4.986544019947466
1.5882352941176467,9.29928390789726
1.6386554621848743,0.8958117672918151
1.689075630252101,2.713843945620371
1.7394957983193278,2.3347716293928142
1.7899159663865545,-3.080925687655739
1.840336134453782,5.657942257743161
1.8907563025210088,5.423917987120876
1.9411764705882355,4.0874499235063615
1.9915966386554622,2.835537126612406
2.042016806722689,-3.1169551926341947
2.0924369747899165,1.8144971836348818
2.1428571428571432,2.1700175881283337
2.19327731092437,-0.15216961788185301
2.2436974789915967,3.039971555194888
2.2941176470588234,5.867268807366236
2.344537815126051,13.293941213184237
2.3949579831932777,4.769310031761978
2.4453781512605044,5.237101113848911
2.495798319327731,3.651751114689836
2.546218487394958,-5.471278547579294
2.5966386554621854,4.11490980359535
2.647058823529412,4.70225376638717
2.697478991596639,16.902153319213195
2.7478991596638656,3.842766650563291
2.7983193277310923,6.56737530767397
2.84873949579832,5.180312552113284
2.8991596638655466,-0.15331546752208158
2.9495798319327733,11.7852450135594
3.0,10.259665163433871
